agent_id,persona,entry_gate,initial_destination,speed_mps,patience,group_size
A00444,family,GATE_C,FOOD_N,0.98,0.53,4
A00445,tourist,GATE_C,FAN_ZONE,1.29,0.69,5
A00446,tourist,GATE_A,FOOD_N,1.17,0.61,1
A00447,tourist,GATE_C,FAN_ZONE,1.32,0.63,2
A00448,hardcore_fan,GATE_A,PIT_WALK,1.43,0.99,1
A00449,hardcore_fan,GATE_B,GS_B,1.43,1,1
A00450,family,GATE_B,GS_C,1.04,0.52,1
A00451,hardcore_fan,GATE_A,GS_B,1.44,0.8,1
A00452,hardcore_fan,GATE_C,GS_A,1.35,0.86,1
A00453,hardcore_fan,GATE_VIP,GS_A,1.5,0.75,4
A00454,hardcore_fan,GATE_A,FAN_ZONE,1.37,0.97,3
A00455,hardcore_fan,GATE_C,GS_A,1.47,0.93,1
A00456,photographer,GATE_A,GS_B,1.26,0.88,3
A00457,hardcore_fan,GATE_B,GS_B,1.4,0.97,2
A00458,family,GATE_C,FAN_ZONE,1.01,0.5,2
A00459,hardcore_fan,GATE_VIP,GS_A,1.31,0.82,1
A00460,photographer,GATE_A,PIT_WALK,1.39,0.66,1
A00461,hardcore_fan,GATE_VIP,GS_B,1.71,0.8,1
A00462,tourist,GATE_A,GS_C,1.3,0.6,3
A00463,family,GATE_C,FOOD_S,0.86,0.55,4
A00464,hardcore_fan,GATE_C,GS_B,1.52,0.84,2
A00465,photographer,GATE_VIP,GS_B,1.34,0.7,5
A00466,hardcore_fan,GATE_A,GS_A,1.47,0.76,1
A00467,hardcore_fan,GATE_B,GS_A,1.52,0.9,2
A00468,family,GATE_B,FOOD_N,1.15,0.62,2
A00469,vip,GATE_C,PIT_WALK,1.4,0.85,1
A00470,tourist,GATE_VIP,MERCH,1.28,0.67,1
A00471,hardcore_fan,GATE_B,GS_B,1.45,0.8,5
A00472,hardcore_fan,GATE_C,GS_A,1.61,0.9,2
A00473,hardcore_fan,GATE_C,GS_B,1.35,0.78,2
A00474,photographer,GATE_A,MERCH,1.35,0.85,1
A00475,hardcore_fan,GATE_C,PIT_WALK,1.62,0.97,1
A00476,hardcore_fan,GATE_C,PIT_WALK,1.43,0.86,4
A00477,hardcore_fan,GATE_A,GS_A,1.41,0.99,1
A00478,tourist,GATE_C,FOOD_N,0.99,0.65,5
A00479,hardcore_fan,GATE_A,GS_A,1.51,0.99,2
A00480,tourist,GATE_C,GS_A,1.37,0.64,3
A00481,family,GATE_C,FAN_ZONE,0.92,0.53,2
A00482,hardcore_fan,GATE_B,GS_A,1.59,0.78,1
A00483,vip,GATE_B,PIT_WALK,1.29,0.87,1
A00484,hardcore_fan,GATE_C,GS_A,1.54,0.71,1
A00485,vip,GATE_VIP,GS_A,1.45,0.89,1
A00486,hardcore_fan,GATE_C,PIT_WALK,1.38,0.7,1
A00487,tourist,GATE_B,FOOD_N,1.35,0.78,5
A00488,family,GATE_A,GS_C,1.13,0.58,1
A00489,family,GATE_A,GS_A,1.02,0.59,1
A00490,photographer,GATE_C,GS_B,1.43,0.76,1
A00491,vip,GATE_C,FAN_ZONE,1.44,0.88,4
A00492,tourist,GATE_B,MERCH,1.36,0.63,4
A00493,vip,GATE_VIP,GS_A,1.47,1,3
A00494,hardcore_fan,GATE_C,GS_A,1.4,0.95,1
A00495,hardcore_fan,GATE_A,GS_C,1.28,0.79,1
A00496,hardcore_fan,GATE_B,PIT_WALK,1.34,0.79,1
A00497,photographer,GATE_A,PIT_WALK,1.32,0.95,1
A00498,tourist,GATE_VIP,GS_A,1.12,0.55,3
A00499,family,GATE_A,GS_C,1.07,0.57,1
A00500,tourist,GATE_A,MERCH,1.15,0.67,4
A00501,family,GATE_B,FAN_ZONE,1.09,0.6,2
A00502,hardcore_fan,GATE_A,PIT_WALK,1.43,0.91,1
A00503,hardcore_fan,GATE_A,GS_B,1.44,0.76,1
A00504,hardcore_fan,GATE_VIP,PIT_WALK,1.42,0.78,1
A00505,tourist,GATE_B,FAN_ZONE,1.07,0.82,4
A00506,tourist,GATE_C,FOOD_N,1.19,0.71,2
A00507,hardcore_fan,GATE_B,GS_B,1.42,0.85,1
A00508,family,GATE_A,FOOD_S,0.95,0.52,1
A00509,hardcore_fan,GATE_C,MERCH,1.4,0.86,4
A00510,family,GATE_C,GS_C,0.94,0.5,3
A00511,photographer,GATE_B,GS_B,1.29,0.83,2
A00512,vip,GATE_C,PIT_WALK,1.34,0.87,3
A00513,vip,GATE_B,GS_A,1.35,0.92,4
A00514,vip,GATE_B,GS_A,1.43,0.84,2
A00515,family,GATE_A,GS_A,0.97,0.47,1
A00516,hardcore_fan,GATE_C,GS_A,1.72,0.83,2
A00517,hardcore_fan,GATE_B,MERCH,1.13,0.94,1
A00518,vip,GATE_A,MERCH,1.38,0.89,4
A00519,tourist,GATE_C,GS_C,0.98,0.63,1
A00520,vip,GATE_C,GS_A,1.26,0.94,1
A00521,tourist,GATE_C,PIT_WALK,1.24,0.67,1
A00522,vip,GATE_C,FAN_ZONE,1.41,0.86,5
A00523,tourist,GATE_B,FAN_ZONE,1.09,0.71,4
A00524,hardcore_fan,GATE_C,GS_A,1.46,0.97,2
A00525,photographer,GATE_A,FAN_ZONE,1.27,0.8,5
A00526,photographer,GATE_C,MERCH,1.31,0.81,5
A00527,vip,GATE_B,GS_A,1.32,0.88,5
A00528,hardcore_fan,GATE_C,GS_C,1.46,0.71,1
A00529,family,GATE_A,FAN_ZONE,0.95,0.55,1
A00530,hardcore_fan,GATE_C,GS_A,1.47,0.86,1
A00531,photographer,GATE_C,GS_B,1.35,0.68,1
A00532,tourist,GATE_A,MERCH,0.96,0.71,5
A00533,tourist,GATE_B,FAN_ZONE,1.33,0.58,1
A00534,hardcore_fan,GATE_B,GS_A,1.22,0.77,2
A00535,tourist,GATE_C,FAN_ZONE,1.18,0.66,1
A00536,family,GATE_A,GS_C,1.02,0.5,2
A00537,tourist,GATE_C,FAN_ZONE,1.35,0.57,5
A00538,hardcore_fan,GATE_B,GS_C,1.5,0.79,1
A00539,hardcore_fan,GATE_VIP,MERCH,1.52,0.77,2
A00540,hardcore_fan,GATE_A,GS_A,1.59,0.84,2
A00541,hardcore_fan,GATE_C,PIT_WALK,1.43,0.89,2
A00542,photographer,GATE_C,FAN_ZONE,1.18,0.69,1
A00543,tourist,GATE_C,PIT_WALK,1.19,0.72,4
A00544,tourist,GATE_C,PIT_WALK,1.24,0.59,2
A00545,tourist,GATE_C,MERCH,1.29,0.63,2
A00546,vip,GATE_C,FAN_ZONE,1.37,0.93,1
A00547,tourist,GATE_C,FOOD_N,1.41,0.56,3
A00548,tourist,GATE_A,FAN_ZONE,1.27,0.6,3
A00549,family,GATE_C,FAN_ZONE,1.02,0.57,1
A00550,family,GATE_A,GS_C,0.95,0.47,4
A00551,hardcore_fan,GATE_C,GS_A,1.48,0.92,5
A00552,hardcore_fan,GATE_C,GS_A,1.53,0.88,1
A00553,hardcore_fan,GATE_A,GS_B,1.49,0.97,1
A00554,family,GATE_C,GS_C,0.89,0.48,4
A00555,family,GATE_B,GS_C,0.84,0.53,1
A00556,photographer,GATE_C,PIT_WALK,1.31,0.75,2
A00557,hardcore_fan,GATE_C,GS_A,1.54,0.9,2
A00558,hardcore_fan,GATE_C,GS_A,1.41,0.96,3
A00559,family,GATE_C,GS_C,1.12,0.55,2
A00560,hardcore_fan,GATE_VIP,PIT_WALK,1.52,0.86,1
A00561,hardcore_fan,GATE_A,GS_B,1.56,0.93,1
A00562,family,GATE_C,FOOD_S,0.9,0.48,1
A00563,tourist,GATE_C,FAN_ZONE,1.16,0.58,4
A00564,hardcore_fan,GATE_A,GS_C,1.49,0.95,1
A00565,hardcore_fan,GATE_C,GS_C,1.43,0.94,1
A00566,family,GATE_C,FAN_ZONE,0.94,0.51,1
A00567,family,GATE_C,FOOD_S,1.13,0.39,3
A00568,tourist,GATE_A,FAN_ZONE,1.13,0.65,5
A00569,hardcore_fan,GATE_A,GS_C,1.61,0.78,5
A00570,hardcore_fan,GATE_A,GS_B,1.44,0.82,2
A00571,tourist,GATE_B,PIT_WALK,1.2,0.67,1
A00572,photographer,GATE_C,GS_B,1.25,0.68,1
A00573,hardcore_fan,GATE_C,GS_A,1.54,0.77,1
A00574,hardcore_fan,GATE_C,MERCH,1.43,0.96,3
A00575,vip,GATE_A,PIT_WALK,1.43,0.89,4
A00576,tourist,GATE_B,MERCH,1.25,0.62,1
A00577,tourist,GATE_A,GS_C,1.26,0.71,5
A00578,vip,GATE_C,PIT_WALK,1.28,0.95,1
A00579,photographer,GATE_C,PIT_WALK,1.39,0.7,5
A00580,hardcore_fan,GATE_B,GS_A,1.44,0.91,2
A00581,photographer,GATE_C,GS_B,1.15,0.73,1
A00582,family,GATE_C,FAN_ZONE,0.93,0.46,1
A00583,vip,GATE_C,FOOD_N,1.49,0.93,1
A00584,family,GATE_B,FAN_ZONE,1.08,0.65,3
A00585,hardcore_fan,GATE_VIP,GS_A,1.47,0.95,4
A00586,vip,GATE_A,PIT_WALK,1.31,0.89,5
A00587,family,GATE_A,FAN_ZONE,0.97,0.52,4
A00588,hardcore_fan,GATE_B,PIT_WALK,1.52,0.68,2
A00589,photographer,GATE_C,PIT_WALK,1.21,0.77,1
A00590,vip,GATE_C,PIT_WALK,1.36,0.81,3
A00591,tourist,GATE_A,GS_A,1.22,0.71,2
A00592,family,GATE_B,GS_C,1.09,0.5,4
A00593,hardcore_fan,GATE_C,GS_A,1.54,0.82,5
A00594,vip,GATE_A,PIT_WALK,1.35,0.88,1
A00595,vip,GATE_B,GS_A,1.4,0.89,5
A00596,hardcore_fan,GATE_C,GS_B,1.33,0.89,1
A00597,tourist,GATE_A,GS_A,1.32,0.71,3
A00598,family,GATE_B,MERCH,1.15,0.49,2
A00599,family,GATE_B,GS_C,1.02,0.51,2
A00600,vip,GATE_B,PIT_WALK,1.34,0.81,2
A00601,hardcore_fan,GATE_C,GS_A,1.37,0.94,1
A00602,family,GATE_C,FAN_ZONE,1.07,0.59,5
A00603,tourist,GATE_VIP,FOOD_N,1.1,0.52,2
A00604,photographer,GATE_B,GS_A,1.38,0.79,1
A00605,tourist,GATE_A,GS_A,1.24,0.7,2
A00606,hardcore_fan,GATE_A,PIT_WALK,1.49,0.93,3
A00607,vip,GATE_A,FAN_ZONE,1.34,0.76,4
A00608,hardcore_fan,GATE_C,PIT_WALK,1.42,0.95,4
A00609,family,GATE_VIP,MERCH,0.95,0.63,1
A00610,tourist,GATE_A,GS_C,1.27,0.59,2
A00611,photographer,GATE_C,PIT_WALK,1.3,0.66,2
A00612,vip,GATE_VIP,PIT_WALK,1.42,1.0,1
A00613,photographer,GATE_C,GS_A,1.38,0.76,2
A00614,hardcore_fan,GATE_C,GS_A,1.37,0.95,1
A00615,hardcore_fan,GATE_VIP,GS_B,1.47,0.75,2
A00616,family,GATE_C,FAN_ZONE,1.02,0.49,2
A00617,photographer,GATE_B,FAN_ZONE,1.37,0.82,4
A00618,hardcore_fan,GATE_A,GS_A,1.4,0.91,2
A00619,photographer,GATE_C,GS_B,1.15,0.71,1
A00620,hardcore_fan,GATE_B,GS_A,1.31,0.73,2
A00621,photographer,GATE_C,GS_B,1.51,0.67,4
A00622,hardcore_fan,GATE_C,GS_A,1.28,0.84,5
A00623,family,GATE_A,FOOD_S,0.98,0.58,1
A00624,hardcore_fan,GATE_VIP,GS_B,1.49,0.85,2
A00625,photographer,GATE_B,GS_A,1.15,0.72,4
A00626,tourist,GATE_VIP,FOOD_N,1.26,0.71,3
A00627,hardcore_fan,GATE_A,GS_A,1.45,0.88,2
A00628,photographer,GATE_B,GS_B,1.23,0.78,4
A00629,tourist,GATE_B,FOOD_N,1.08,0.57,1
A00630,tourist,GATE_A,GS_C,1.34,0.73,2
A00631,tourist,GATE_A,GS_C,1.06,0.74,1
A00632,family,GATE_B,GS_C,0.86,0.63,2
A00633,photographer,GATE_A,PIT_WALK,1.45,0.69,3
A00634,photographer,GATE_A,FAN_ZONE,1.32,0.77,4
A00635,family,GATE_VIP,FAN_ZONE,1.0,0.4,3
A00636,hardcore_fan,GATE_VIP,PIT_WALK,1.49,0.88,2
A00637,hardcore_fan,GATE_A,PIT_WALK,1.57,0.74,5
A00638,tourist,GATE_A,FOOD_N,1.2,0.7,5
A00639,photographer,GATE_B,PIT_WALK,1.31,0.81,1
A00640,photographer,GATE_B,GS_B,1.24,0.71,1
A00641,tourist,GATE_B,MERCH,1.19,0.65,2
A00642,vip,GATE_C,GS_A,1.33,0.97,3
A00643,photographer,GATE_B,GS_B,1.26,0.83,1
A00644,tourist,GATE_A,FAN_ZONE,1.3,0.52,2
A00645,hardcore_fan,GATE_C,GS_A,1.47,0.86,1
A00646,vip,GATE_C,GS_A,1.36,0.92,2
A00647,family,GATE_VIP,FAN_ZONE,1.02,0.48,2
A00648,photographer,GATE_C,FAN_ZONE,1.38,0.81,1
A00649,family,GATE_B,FOOD_S,1.1,0.45,1
A00650,vip,GATE_A,PIT_WALK,1.23,0.86,1
A00651,tourist,GATE_B,MERCH,1.22,0.73,1
A00652,hardcore_fan,GATE_A,GS_C,1.27,0.84,4
A00653,family,GATE_B,GS_C,1.09,0.54,2
A00654,vip,GATE_A,GS_A,1.42,0.99,3
A00655,tourist,GATE_C,FAN_ZONE,1.2,0.84,2
A00656,family,GATE_B,FOOD_N,0.89,0.56,1
A00657,family,GATE_A,GS_C,1.13,0.6,2
A00658,hardcore_fan,GATE_A,GS_B,1.51,0.76,4
A00659,vip,GATE_C,GS_A,1.28,0.91,1
A00660,tourist,GATE_B,FAN_ZONE,1.29,0.72,1
A00661,tourist,GATE_A,FOOD_N,1.27,0.67,1
A00662,family,GATE_B,MERCH,0.87,0.44,2
A00663,photographer,GATE_A,PIT_WALK,1.19,0.76,2
A00664,vip,GATE_C,GS_A,1.38,0.86,2
A00665,hardcore_fan,GATE_C,FAN_ZONE,1.42,0.83,4
A00666,family,GATE_A,GS_C,1.08,0.49,4
A00667,vip,GATE_C,PIT_WALK,1.46,0.85,1
A00668,hardcore_fan,GATE_C,FAN_ZONE,1.45,0.85,4
A00669,family,GATE_B,GS_C,0.93,0.54,5
A00670,vip,GATE_B,GS_A,1.34,0.78,1
A00671,family,GATE_A,FOOD_S,1.04,0.53,4
A00672,hardcore_fan,GATE_A,GS_C,1.57,0.85,1
A00673,family,GATE_A,FOOD_N,0.96,0.57,4
A00674,tourist,GATE_A,GS_C,1.12,0.68,2
A00675,photographer,GATE_B,GS_A,1.18,0.72,1
A00676,family,GATE_C,GS_C,0.97,0.61,4
A00677,tourist,GATE_C,FOOD_N,1.2,0.57,1
A00678,hardcore_fan,GATE_B,PIT_WALK,1.49,0.76,1
A00679,hardcore_fan,GATE_VIP,GS_A,1.5,0.87,4
A00680,hardcore_fan,GATE_A,GS_B,1.33,0.78,4
A00681,tourist,GATE_B,FOOD_N,1.0,0.55,1
A00682,tourist,GATE_B,FAN_ZONE,1.1,0.54,2
A00683,hardcore_fan,GATE_C,GS_B,1.41,0.76,1
A00684,family,GATE_C,MERCH,1.07,0.58,4
A00685,family,GATE_B,FOOD_S,0.84,0.54,1
A00686,photographer,GATE_B,PIT_WALK,1.18,0.72,3
A00687,photographer,GATE_A,PIT_WALK,1.38,0.9,1
A00688,hardcore_fan,GATE_B,GS_A,1.52,0.88,1
A00689,vip,GATE_VIP,FAN_ZONE,1.4,0.82,5
A00690,photographer,GATE_C,FAN_ZONE,1.31,0.57,5
A00691,tourist,GATE_C,GS_C,1.12,0.66,4
A00692,tourist,GATE_VIP,FOOD_N,1.21,0.71,3
A00693,family,GATE_A,FOOD_N,1.0,0.58,3
A00694,hardcore_fan,GATE_VIP,GS_B,1.32,0.97,2
A00695,hardcore_fan,GATE_C,FAN_ZONE,1.51,0.96,2
A00696,tourist,GATE_C,FAN_ZONE,1.22,0.7,3
A00697,hardcore_fan,GATE_A,FAN_ZONE,1.38,0.76,1
A00698,vip,GATE_B,PIT_WALK,1.21,0.91,5
A00699,photographer,GATE_C,PIT_WALK,1.29,0.79,2
A00700,family,GATE_C,GS_C,0.9,0.54,1
A00701,family,GATE_B,FOOD_S,1.12,0.72,5
A00702,hardcore_fan,GATE_A,GS_C,1.42,0.87,3
A00703,tourist,GATE_A,MERCH,1.21,0.73,3
A00704,family,GATE_B,GS_C,0.97,0.49,4
A00705,hardcore_fan,GATE_A,GS_A,1.39,0.83,1
A00706,tourist,GATE_C,FOOD_N,1.24,0.61,1
A00707,family,GATE_A,FAN_ZONE,1.14,0.66,3
A00708,vip,GATE_B,GS_A,1.26,0.87,1
A00709,hardcore_fan,GATE_C,GS_B,1.38,0.79,3
A00710,hardcore_fan,GATE_B,GS_B,1.48,0.79,4
A00711,hardcore_fan,GATE_C,MERCH,1.49,0.94,1
A00712,photographer,GATE_A,GS_B,1.13,0.74,5
A00713,photographer,GATE_B,GS_B,1.26,0.72,1
A00714,tourist,GATE_VIP,MERCH,1.12,0.6,1
A00715,hardcore_fan,GATE_B,GS_A,1.36,0.76,4
A00716,hardcore_fan,GATE_B,PIT_WALK,1.36,0.92,5
A00717,family,GATE_A,GS_C,0.98,0.45,1
A00718,hardcore_fan,GATE_B,GS_A,1.55,0.82,1
A00719,hardcore_fan,GATE_B,PIT_WALK,1.52,0.88,1
A00720,hardcore_fan,GATE_VIP,GS_B,1.47,0.96,5
A00721,tourist,GATE_A,GS_A,1.35,0.67,3
A00722,photographer,GATE_B,FAN_ZONE,1.42,0.71,1
A00723,photographer,GATE_C,GS_A,1.18,0.69,4
A00724,family,GATE_C,FAN_ZONE,0.93,0.62,1
A00725,family,GATE_B,GS_C,1.0,0.55,1
A00726,hardcore_fan,GATE_B,GS_A,1.66,0.77,5
A00727,hardcore_fan,GATE_C,PIT_WALK,1.3,0.78,3
A00728,hardcore_fan,GATE_C,GS_B,1.45,0.96,4
A00729,vip,GATE_A,PIT_WALK,1.26,0.84,2
A00730,hardcore_fan,GATE_C,PIT_WALK,1.28,0.92,1
A00731,hardcore_fan,GATE_A,GS_B,1.3,0.88,5
A00732,hardcore_fan,GATE_A,GS_A,1.39,0.84,1
A00733,hardcore_fan,GATE_A,GS_B,1.49,0.85,1
A00734,family,GATE_B,FAN_ZONE,1.11,0.32,5
A00735,tourist,GATE_A,FAN_ZONE,1.2,0.61,2
A00736,vip,GATE_A,GS_A,1.42,1,4
A00737,vip,GATE_A,GS_A,1.35,1,5
A00738,hardcore_fan,GATE_VIP,GS_A,1.45,0.82,2
A00739,family,GATE_C,FAN_ZONE,0.94,0.64,1
A00740,tourist,GATE_B,FAN_ZONE,1.12,0.66,3
A00741,photographer,GATE_C,GS_A,1.41,0.81,3
A00742,hardcore_fan,GATE_C,GS_B,1.39,0.88,1
A00743,tourist,GATE_C,FOOD_N,1.3,0.75,2
A00744,hardcore_fan,GATE_A,GS_B,1.76,0.75,1
A00745,hardcore_fan,GATE_C,GS_C,1.46,0.81,2
A00746,hardcore_fan,GATE_C,GS_B,1.33,0.97,2
A00747,hardcore_fan,GATE_B,GS_C,1.45,0.87,5
A00748,tourist,GATE_B,MERCH,1.09,0.61,3
A00749,tourist,GATE_A,GS_A,1.31,0.6,1
A00750,family,GATE_B,FOOD_N,0.89,0.53,4
A00751,tourist,GATE_C,FOOD_N,1.11,0.72,3
A00752,tourist,GATE_C,MERCH,1.11,0.71,5
A00753,vip,GATE_A,PIT_WALK,1.28,0.93,1
A00754,family,GATE_A,FOOD_N,1.14,0.65,2
A00755,hardcore_fan,GATE_A,GS_A,1.39,0.8,5
A00756,family,GATE_C,GS_C,0.91,0.62,1
A00757,hardcore_fan,GATE_VIP,GS_C,1.62,0.79,5
A00758,vip,GATE_A,GS_A,1.45,0.87,3
A00759,vip,GATE_A,GS_A,1.19,0.88,2
A00760,hardcore_fan,GATE_A,GS_B,1.51,0.88,4
A00761,hardcore_fan,GATE_B,GS_A,1.41,0.82,4
A00762,tourist,GATE_C,FOOD_N,1.13,0.55,4
A00763,photographer,GATE_A,GS_A,1.23,0.79,1
A00764,family,GATE_C,GS_A,1.1,0.5,3
A00765,vip,GATE_B,GS_A,1.39,0.85,2
A00766,tourist,GATE_A,GS_A,1.27,0.63,5
A00767,family,GATE_B,FOOD_S,1.13,0.54,1
A00768,photographer,GATE_B,GS_B,1.33,0.89,1
A00769,vip,GATE_VIP,FAN_ZONE,1.45,0.86,1
A00770,hardcore_fan,GATE_B,GS_A,1.43,1.0,2
A00771,hardcore_fan,GATE_C,GS_A,1.27,0.94,1
A00772,tourist,GATE_C,FAN_ZONE,1.27,0.55,1
A00773,tourist,GATE_B,FOOD_N,1.16,0.64,1
A00774,photographer,GATE_B,FAN_ZONE,1.09,0.81,1
A00775,photographer,GATE_A,PIT_WALK,1.29,0.74,4
A00776,hardcore_fan,GATE_B,GS_A,1.37,0.83,2
A00777,hardcore_fan,GATE_C,MERCH,1.61,0.83,1
A00778,hardcore_fan,GATE_A,GS_B,1.48,0.87,1
A00779,family,GATE_A,FAN_ZONE,0.86,0.59,1
A00780,family,GATE_A,FAN_ZONE,0.88,0.51,2
A00781,hardcore_fan,GATE_A,GS_B,1.4,0.77,1
A00782,tourist,GATE_B,MERCH,1.14,0.73,1
A00783,vip,GATE_A,PIT_WALK,1.43,0.79,1
A00784,family,GATE_VIP,GS_C,0.98,0.51,1
A00785,hardcore_fan,GATE_A,FAN_ZONE,1.63,0.79,2
A00786,hardcore_fan,GATE_C,GS_A,1.43,0.85,2
A00787,tourist,GATE_A,MERCH,1.2,0.56,1
A00788,tourist,GATE_C,MERCH,1.3,0.6,2
A00789,hardcore_fan,GATE_A,PIT_WALK,1.43,0.83,1
A00790,hardcore_fan,GATE_C,GS_C,1.53,0.82,1
A00791,hardcore_fan,GATE_C,GS_B,1.46,0.92,1
A00792,photographer,GATE_B,PIT_WALK,1.36,0.77,5
A00793,tourist,GATE_C,FAN_ZONE,1.28,0.62,5
A00794,family,GATE_A,FAN_ZONE,0.92,0.63,2
A00795,photographer,GATE_VIP,GS_B,1.37,0.77,4
A00796,photographer,GATE_C,GS_A,1.22,0.73,1
A00797,hardcore_fan,GATE_B,GS_A,1.43,0.77,2
A00798,family,GATE_C,FAN_ZONE,0.95,0.64,5
A00799,family,GATE_A,GS_C,0.83,0.52,1
A00800,hardcore_fan,GATE_C,GS_B,1.67,1,1
A00801,tourist,GATE_C,FAN_ZONE,1.31,0.69,1
A00802,hardcore_fan,GATE_C,GS_A,1.54,0.86,4
A00803,photographer,GATE_B,PIT_WALK,1.36,0.66,2
A00804,hardcore_fan,GATE_A,GS_A,1.74,0.88,2
A00805,tourist,GATE_C,FOOD_N,1.2,0.67,1
A00806,tourist,GATE_B,MERCH,1.08,0.58,3
A00807,hardcore_fan,GATE_B,GS_B,1.49,0.89,4
A00808,vip,GATE_A,PIT_WALK,1.21,0.96,2
A00809,vip,GATE_A,MERCH,1.55,0.89,5
A00810,tourist,GATE_C,GS_C,1.04,0.7,4
A00811,tourist,GATE_B,GS_C,1.09,0.61,1
A00812,family,GATE_B,FOOD_N,1.32,0.61,4
A00813,photographer,GATE_A,GS_B,1.32,0.57,2
A00814,hardcore_fan,GATE_B,GS_A,1.5,0.78,4
A00815,hardcore_fan,GATE_VIP,GS_C,1.54,0.81,5
A00816,hardcore_fan,GATE_B,GS_A,1.27,0.77,1
A00817,family,GATE_B,GS_C,0.8,0.59,2
A00818,photographer,GATE_A,GS_B,1.21,0.66,1
A00819,tourist,GATE_A,FAN_ZONE,1.11,0.67,4
A00820,tourist,GATE_VIP,FOOD_N,1.27,0.72,1
A00821,vip,GATE_VIP,GS_A,1.32,0.87,1
A00822,hardcore_fan,GATE_C,GS_B,1.39,0.96,5
A00823,hardcore_fan,GATE_A,PIT_WALK,1.46,0.85,2
A00824,hardcore_fan,GATE_B,GS_B,1.5,0.76,5
A00825,hardcore_fan,GATE_C,GS_B,1.42,0.87,1
A00826,hardcore_fan,GATE_B,GS_B,1.28,0.8,1
A00827,hardcore_fan,GATE_A,GS_A,1.47,0.86,2
A00828,hardcore_fan,GATE_A,GS_A,1.51,0.85,2
A00829,tourist,GATE_C,FOOD_N,1.21,0.61,5
A00830,tourist,GATE_B,FAN_ZONE,1.21,0.59,4
A00831,vip,GATE_C,FAN_ZONE,1.45,0.93,1
A00832,tourist,GATE_A,MERCH,1.05,0.63,1
A00833,hardcore_fan,GATE_C,GS_B,1.56,0.84,2
A00834,family,GATE_C,GS_C,0.88,0.51,1
A00835,tourist,GATE_B,FOOD_N,1.02,0.65,2
A00836,tourist,GATE_VIP,FAN_ZONE,1.34,0.66,1
A00837,tourist,GATE_A,FOOD_N,1.17,0.66,3
A00838,tourist,GATE_C,FAN_ZONE,1.22,0.7,1
A00839,hardcore_fan,GATE_B,GS_A,1.6,0.85,3
A00840,family,GATE_C,MERCH,1.03,0.51,3
A00841,photographer,GATE_B,GS_B,1.35,0.76,1
A00842,tourist,GATE_C,MERCH,1.11,0.76,4
A00843,photographer,GATE_A,PIT_WALK,1.16,0.71,1
A00844,hardcore_fan,GATE_C,PIT_WALK,1.52,0.81,1
A00845,hardcore_fan,GATE_A,MERCH,1.32,0.75,4
A00846,hardcore_fan,GATE_A,PIT_WALK,1.38,0.98,1
A00847,hardcore_fan,GATE_A,PIT_WALK,1.32,0.95,2
A00848,hardcore_fan,GATE_B,GS_A,1.49,0.73,1
A00849,family,GATE_A,FAN_ZONE,0.94,0.55,5
A00850,tourist,GATE_B,GS_A,1.33,0.76,1
A00851,hardcore_fan,GATE_A,GS_B,1.48,0.82,2
A00852,photographer,GATE_C,PIT_WALK,1.4,0.79,1
A00853,hardcore_fan,GATE_C,GS_C,1.62,0.87,2
A00854,hardcore_fan,GATE_A,GS_A,1.4,0.92,1
A00855,hardcore_fan,GATE_A,GS_A,1.57,0.83,1
A00856,hardcore_fan,GATE_B,GS_A,1.55,0.93,2
A00857,tourist,GATE_A,MERCH,1.3,0.6,1
A00858,hardcore_fan,GATE_B,GS_C,1.48,0.86,4
A00859,family,GATE_C,FOOD_N,0.89,0.47,5
A00860,tourist,GATE_B,GS_A,1.17,0.55,1
A00861,photographer,GATE_C,GS_B,1.42,0.84,5
A00862,hardcore_fan,GATE_B,GS_B,1.46,0.77,2
A00863,hardcore_fan,GATE_C,GS_A,1.41,0.88,3
A00864,vip,GATE_C,GS_A,1.46,0.92,3
A00865,family,GATE_C,GS_C,0.92,0.62,1
A00866,family,GATE_C,GS_C,0.96,0.54,2
A00867,family,GATE_B,FAN_ZONE,0.91,0.49,5
A00868,family,GATE_B,FOOD_N,0.85,0.48,4
A00869,tourist,GATE_B,FOOD_N,1.27,0.74,5
A00870,hardcore_fan,GATE_C,GS_A,1.54,0.89,2
A00871,photographer,GATE_A,GS_A,1.37,0.64,4
A00872,hardcore_fan,GATE_C,GS_A,1.46,0.89,1
A00873,vip,GATE_C,GS_A,1.31,0.99,5
A00874,hardcore_fan,GATE_C,GS_A,1.25,0.78,2
A00875,photographer,GATE_VIP,PIT_WALK,1.56,0.64,1
A00876,tourist,GATE_B,GS_A,1.22,0.63,1
A00877,hardcore_fan,GATE_C,MERCH,1.51,0.89,1
A00878,hardcore_fan,GATE_C,GS_B,1.41,0.91,4
A00879,family,GATE_A,GS_C,1.08,0.62,3
A00880,vip,GATE_A,FOOD_N,1.32,0.87,1
A00881,tourist,GATE_A,GS_C,1.05,0.49,1
A00882,hardcore_fan,GATE_C,GS_B,1.28,0.88,4
A00883,tourist,GATE_B,MERCH,1.24,0.59,2
A00884,hardcore_fan,GATE_C,GS_B,1.49,0.81,2
A00885,family,GATE_B,FAN_ZONE,1.13,0.54,3
A00886,hardcore_fan,GATE_B,GS_C,1.55,0.94,2
A00887,family,GATE_A,FOOD_N,1.1,0.59,1
A00888,tourist,GATE_B,FOOD_N,1.04,0.55,1
