run_id,zone,event,weather,attendance,current_density_ratio,flow_rate_ratio,queue_length,blocked_route,future_density_10min_ratio
39,MERCH,EXIT_RUSH,heavy_rain,120000,0.815,0.984,584.34,1,1.1085
39,PIT_WALK,EXIT_RUSH,rain,100000,0.7662,1.0488,674.42,1,1.0593
40,GS_A,LUNCH,sunny,100000,0.9144,0.9267,1302.2,0,1.0611
40,GS_B,LUNCH,sunny,80000,0.4534,0.6356,1482.55,0,0.5765
40,GS_C,LUNCH,cloudy,60000,0.5359,0.6449,416.79,1,0.7495
40,FAN_ZONE,EXIT_RUSH,rain,60000,0.7552,0.7947,1067.05,0,0.9147
40,FOOD_N,LUNCH,cloudy,100000,0.1889,0.9487,1453.91,0,0.344
40,FOOD_S,PIT_LANE_WALK,heavy_rain,120000,0.6783,1.0436,1116.08,0,0.8587
40,MERCH,PODIUM,rain,60000,0.7543,0.9044,59.14,1,0.9945
40,PIT_WALK,EXIT_RUSH,sunny,120000,0.3418,0.1197,883.98,1,0.5403
41,GS_A,LUNCH,rain,120000,0.8897,1.1055,913.14,0,1.0506
41,GS_B,EXIT_RUSH,cloudy,120000,0.325,1.0807,1278.25,0,0.513
41,GS_C,EXIT_RUSH,heavy_rain,120000,0.3256,0.6838,60.82,0,0.4534
41,FAN_ZONE,EXIT_RUSH,rain,60000,0.1019,0.1525,114.16,1,0.2886
41,FOOD_N,PODIUM,rain,120000,0.5265,1.1479,1191.94,0,0.705
41,FOOD_S,PIT_LANE_WALK,sunny,120000,0.9405,0.3348,991.93,0,1.0288
41,MERCH,LUNCH,sunny,60000,0.5766,0.4614,817.59,1,0.7823
41,PIT_WALK,PRACTICE,cloudy,80000,0.3795,0.3702,719.8,0,0.4397
42,GS_A,QUALIFYING,cloudy,100000,0.6588,0.839,623.36,0,0.778
42,GS_B,RACE,sunny,80000,0.183,1.1249,464.24,0,0.3094
42,GS_C,LUNCH,sunny,80000,0.8422,1.0383,4.99,0,0.9612
42,FAN_ZONE,EXIT_RUSH,heavy_rain,120000,0.1964,0.5964,182.16,0,0.3191
42,FOOD_N,EXIT_RUSH,sunny,80000,0.6678,0.4061,124.9,0,0.7522
42,FOOD_S,PODIUM,sunny,60000,0.4297,0.3082,1417.41,0,0.523
42,MERCH,PODIUM,cloudy,100000,0.2379,0.4763,783.13,1,0.4507
42,PIT_WALK,QUALIFYING,sunny,80000,0.1253,1.0389,1189.0,1,0.3999
43,GS_A,RACE,sunny,120000,0.2424,0.7832,725.13,0,0.3425
43,GS_B,PIT_LANE_WALK,cloudy,60000,0.5738,0.6036,483.32,0,0.6753
43,GS_C,PODIUM,rain,120000,0.485,0.1041,533.13,0,0.5394
43,FAN_ZONE,QUALIFYING,sunny,60000,0.7373,0.1082,472.76,0,0.7773
43,FOOD_N,LUNCH,heavy_rain,150000,0.6055,0.7176,174.74,1,0.835
43,FOOD_S,RACE,sunny,80000,0.9467,0.8985,511.05,0,1.0519
43,MERCH,EXIT_RUSH,sunny,100000,0.3652,1.0044,440.18,0,0.5189
43,PIT_WALK,EXIT_RUSH,heavy_rain,100000,0.6651,1.1982,1043.86,0,0.8738
44,GS_A,RACE,rain,120000,0.389,0.5532,111.6,0,0.4556
44,GS_B,PIT_LANE_WALK,rain,60000,0.3621,0.4298,34.1,0,0.4391
44,GS_C,EXIT_RUSH,sunny,60000,0.8391,1.1246,904.36,0,1.0187
44,FAN_ZONE,PRACTICE,cloudy,150000,0.1809,0.3906,500.68,0,0.2366
44,FOOD_N,EXIT_RUSH,sunny,150000,0.7803,0.3547,414.77,0,0.8682
44,FOOD_S,PRACTICE,rain,60000,0.6592,0.2105,605.47,1,0.8264
44,MERCH,PRACTICE,sunny,60000,0.6592,0.396,78.08,0,0.7012
44,PIT_WALK,QUALIFYING,sunny,80000,0.8577,0.1468,1214.25,0,0.9238
45,GS_A,PRACTICE,rain,80000,0.6022,0.7173,1191.16,0,0.7177
45,GS_B,PODIUM,sunny,80000,0.6512,0.7259,1300.04,1,0.9028
45,GS_C,EXIT_RUSH,cloudy,60000,0.7194,0.2393,1106.79,1,0.9382
45,FAN_ZONE,PODIUM,cloudy,150000,0.6792,1.0626,865.04,1,0.953
45,FOOD_N,QUALIFYING,cloudy,100000,0.3022,0.5727,919.89,0,0.4037
45,FOOD_S,RACE,rain,80000,0.2158,1.1711,617.31,0,0.3594
45,MERCH,PIT_LANE_WALK,heavy_rain,60000,0.6239,1.0785,1060.36,0,0.8062
45,PIT_WALK,LUNCH,cloudy,80000,0.4447,0.3103,379.4,0,0.5037
46,GS_A,PODIUM,sunny,120000,0.2126,0.1442,1497.22,0,0.2919
46,GS_B,RACE,sunny,60000,0.213,0.3399,1439.1,0,0.2902
46,GS_C,LUNCH,heavy_rain,80000,0.8055,0.1151,160.43,0,0.8544
46,FAN_ZONE,PIT_LANE_WALK,heavy_rain,150000,0.7157,0.9642,1303.2,1,1.0138
46,FOOD_N,PODIUM,cloudy,120000,0.6783,0.5878,302.32,0,0.7677
46,FOOD_S,PODIUM,cloudy,120000,0.4002,1.0569,1287.17,1,0.6861
46,MERCH,QUALIFYING,heavy_rain,60000,0.9068,0.5812,378.17,0,1.0088
46,PIT_WALK,RACE,rain,120000,0.7642,1.0171,1122.49,0,0.9076
47,GS_A,LUNCH,heavy_rain,120000,0.1939,0.4159,425.17,0,0.2808
47,GS_B,PIT_LANE_WALK,rain,120000,0.7678,0.6826,879.73,0,0.8955
47,GS_C,QUALIFYING,rain,120000,0.2708,1.0502,1259.2,0,0.4366
47,FAN_ZONE,LUNCH,heavy_rain,80000,0.2875,1.0953,25.72,1,0.5504
47,FOOD_N,LUNCH,sunny,100000,0.9385,0.7069,962.83,0,1.0531
47,FOOD_S,PODIUM,rain,60000,0.5437,0.8589,407.72,1,0.7898
47,MERCH,PIT_LANE_WALK,rain,150000,0.1535,1.1529,160.68,0,0.3066
47,PIT_WALK,LUNCH,heavy_rain,80000,0.8275,0.7319,1386.65,0,0.9749
48,GS_A,RACE,heavy_rain,60000,0.9148,0.4601,1034.46,0,1.0095
48,GS_B,PODIUM,heavy_rain,100000,0.5089,0.3061,1098.93,0,0.61
48,GS_C,RACE,rain,120000,0.5983,0.7917,1004.75,0,0.7156
48,FAN_ZONE,PRACTICE,rain,120000,0.5011,0.3159,367.33,0,0.5517
48,FOOD_N,QUALIFYING,sunny,60000,0.7451,0.6857,739.73,0,0.8509
48,FOOD_S,PRACTICE,cloudy,120000,0.5804,0.2507,616.1,1,0.7455
48,MERCH,RACE,heavy_rain,80000,0.5547,0.9125,153.92,0,0.6682
48,PIT_WALK,PIT_LANE_WALK,sunny,60000,0.7273,0.3403,145.28,1,0.9107
49,GS_A,LUNCH,sunny,80000,0.9426,0.8073,1334.7,0,1.0784
49,GS_B,RACE,cloudy,120000,0.62,0.2029,375.48,0,0.6532
49,GS_C,PODIUM,sunny,80000,0.6856,0.6952,985.95,1,0.9247
49,FAN_ZONE,RACE,cloudy,60000,0.7764,1.0762,150.14,0,0.8901
49,FOOD_N,QUALIFYING,cloudy,60000,0.463,0.4839,535.35,0,0.5441
49,FOOD_S,LUNCH,cloudy,80000,0.9336,0.7289,1000.95,0,1.0531
49,MERCH,LUNCH,cloudy,100000,0.7269,0.9057,293.78,0,0.8428
49,PIT_WALK,LUNCH,sunny,80000,0.4917,0.8278,338.44,0,0.5997
50,GS_A,EXIT_RUSH,heavy_rain,60000,0.4116,0.9322,1141.64,0,0.5967
50,GS_B,LUNCH,rain,150000,0.8086,0.275,567.13,0,0.8761
50,GS_C,PRACTICE,cloudy,60000,0.2488,1.0272,630.53,0,0.3721
50,FAN_ZONE,EXIT_RUSH,cloudy,150000,0.2307,0.2193,343.89,0,0.3045
50,FOOD_N,RACE,rain,80000,0.7067,1.0722,796.3,1,0.9658
50,FOOD_S,LUNCH,heavy_rain,80000,0.8045,0.7537,990.77,1,1.0622
50,MERCH,PIT_LANE_WALK,cloudy,80000,0.6193,0.9742,418.76,0,0.7559
50,PIT_WALK,PRACTICE,sunny,60000,0.4449,0.5131,803.17,0,0.5203
51,GS_A,PRACTICE,heavy_rain,150000,0.2953,0.8703,1424.34,1,0.5626
51,GS_B,LUNCH,cloudy,80000,0.7056,0.9984,79.25,0,0.8244
51,GS_C,PRACTICE,cloudy,100000,0.8718,0.6593,910.35,0,0.9666
51,FAN_ZONE,RACE,cloudy,60000,0.5463,0.2029,391.71,0,0.58
51,FOOD_N,EXIT_RUSH,cloudy,150000,0.4636,1.0353,307.95,0,0.6179
51,FOOD_S,PODIUM,sunny,120000,0.2256,0.5866,633.18,0,0.3233
51,MERCH,PRACTICE,sunny,60000,0.2399,0.4039,1270.84,0,0.3185
51,PIT_WALK,PODIUM,sunny,100000,0.759,0.86,1294.33,0,0.9038
52,GS_A,PRACTICE,sunny,120000,0.2402,0.9164,955.56,0,0.3605
52,GS_B,RACE,rain,150000,0.9101,0.2081,1175.47,0,0.9742
52,GS_C,QUALIFYING,sunny,100000,0.122,0.2648,530.01,0,0.1793
52,FAN_ZONE,RACE,heavy_rain,120000,0.3217,0.1935,1219.15,0,0.3952
52,FOOD_N,EXIT_RUSH,rain,100000,0.5439,0.9448,225.87,0,0.6931
52,FOOD_S,PRACTICE,sunny,60000,0.4225,0.1444,652.03,0,0.4565
52,MERCH,PODIUM,rain,100000,0.6627,1.0744,566.84,0,0.8152
52,PIT_WALK,QUALIFYING,sunny,120000,0.7153,0.4026,224.94,0,0.7773
53,GS_A,PIT_LANE_WALK,rain,100000,0.2269,0.3964,341.77,0,0.3098
53,GS_B,PODIUM,sunny,120000,0.3636,0.2873,865.24,0,0.4383
53,GS_C,EXIT_RUSH,heavy_rain,60000,0.1451,0.3287,615.28,0,0.254
53,FAN_ZONE,EXIT_RUSH,cloudy,60000,0.7565,0.9565,1429.66,0,0.9366
53,FOOD_N,EXIT_RUSH,heavy_rain,150000,0.1516,0.9822,1392.21,0,0.3492
53,FOOD_S,PRACTICE,rain,80000,0.2056,0.7114,793.93,0,0.3086
53,MERCH,LUNCH,cloudy,80000,0.5654,0.621,1320.68,1,0.8037
53,PIT_WALK,LUNCH,sunny,120000,0.5491,0.1706,401.7,0,0.5932
54,GS_A,RACE,rain,100000,0.6262,0.4247,256.31,1,0.8044
54,GS_B,PODIUM,cloudy,150000,0.2348,0.367,629.7,0,0.312
54,GS_C,PIT_LANE_WALK,sunny,60000,0.4663,0.2145,1441.16,1,0.6759
54,FAN_ZONE,QUALIFYING,cloudy,100000,0.7987,0.4208,1473.31,0,0.9016
54,FOOD_N,QUALIFYING,cloudy,100000,0.744,1.0529,63.48,0,0.8678
54,FOOD_S,EXIT_RUSH,sunny,120000,0.5619,0.3057,287.51,0,0.6411
54,MERCH,PIT_LANE_WALK,sunny,60000,0.4207,0.5523,419.68,0,0.5135
54,PIT_WALK,LUNCH,rain,80000,0.4131,0.7117,751.45,0,0.5298
55,GS_A,PODIUM,rain,100000,0.4958,1.0149,92.3,0,0.6281
55,GS_B,LUNCH,cloudy,80000,0.6838,0.1633,1279.45,0,0.7551
55,GS_C,RACE,rain,60000,0.9243,1.0063,291.49,0,1.0417
55,FAN_ZONE,PRACTICE,sunny,150000,0.4355,0.3441,212.12,0,0.4763
55,FOOD_N,PRACTICE,sunny,80000,0.4865,0.6131,1317.89,0,0.5874
55,FOOD_S,LUNCH,cloudy,100000,0.6043,0.794,296.99,1,0.8292
55,MERCH,PRACTICE,sunny,150000,0.9495,0.1431,609.97,0,0.9821
55,PIT_WALK,QUALIFYING,sunny,150000,0.7472,0.6463,1442.55,1,0.9901
56,GS_A,RACE,sunny,80000,0.8296,0.9568,1080.43,0,0.9577
56,GS_B,RACE,sunny,120000,0.2774,0.1292,1216.03,0,0.3268
56,GS_C,PRACTICE,cloudy,100000,0.1952,0.2407,895.79,1,0.3678
56,FAN_ZONE,PIT_LANE_WALK,sunny,60000,0.5014,0.8731,395.83,1,0.7456
56,FOOD_N,RACE,rain,60000,0.8499,0.8481,587.64,0,0.9604
56,FOOD_S,EXIT_RUSH,rain,150000,0.1648,0.7641,1212.77,0,0.3256
56,MERCH,PIT_LANE_WALK,sunny,120000,0.3484,0.3545,794.83,0,0.4327
56,PIT_WALK,LUNCH,cloudy,80000,0.2655,0.9964,236.52,0,0.3888
57,GS_A,PRACTICE,rain,100000,0.4836,0.4687,627.4,0,0.5573
57,GS_B,PRACTICE,rain,100000,0.2105,0.6897,1411.0,0,0.3298
57,GS_C,EXIT_RUSH,sunny,60000,0.302,1.1292,643.0,0,0.4742
57,FAN_ZONE,PRACTICE,cloudy,150000,0.7344,0.5692,1269.81,0,0.831
57,FOOD_N,RACE,sunny,120000,0.8522,0.4975,596.75,0,0.9198
57,FOOD_S,PODIUM,cloudy,80000,0.2309,0.6012,480.57,0,0.327
57,MERCH,PRACTICE,heavy_rain,120000,0.7525,0.3794,510.8,0,0.8233
57,PIT_WALK,QUALIFYING,cloudy,150000,0.5862,0.6339,1271.15,0,0.7044
58,GS_A,PRACTICE,cloudy,150000,0.8067,0.4194,1444.69,0,0.8936
58,GS_B,LUNCH,rain,80000,0.1042,0.6806,671.15,0,0.2154
58,GS_C,RACE,cloudy,60000,0.5054,0.8338,825.43,1,0.7351
58,FAN_ZONE,PRACTICE,sunny,100000,0.2802,0.8096,921.76,0,0.3888
58,FOOD_N,PRACTICE,rain,100000,0.4838,0.8634,908.52,0,0.6054
58,FOOD_S,QUALIFYING,rain,120000,0.3429,0.3,23.66,0,0.3966
58,MERCH,PODIUM,heavy_rain,100000,0.7428,0.8768,935.66,1,1.0161
58,PIT_WALK,PODIUM,heavy_rain,150000,0.8057,0.8059,1139.24,0,0.9581
59,GS_A,QUALIFYING,cloudy,100000,0.3512,0.6888,549.27,0,0.4532
59,GS_B,PIT_LANE_WALK,cloudy,80000,0.5805,0.4238,1158.45,0,0.6843
59,GS_C,LUNCH,rain,120000,0.1921,1.0231,1210.62,0,0.3537
59,FAN_ZONE,QUALIFYING,sunny,80000,0.4436,0.7158,1406.29,1,0.6924
59,FOOD_N,PRACTICE,heavy_rain,80000,0.4383,0.2295,1145.69,0,0.5132
59,FOOD_S,RACE,cloudy,150000,0.3631,1.1373,1086.6,0,0.511
59,MERCH,RACE,cloudy,100000,0.8717,0.8152,1347.78,0,0.9952
59,PIT_WALK,PODIUM,sunny,150000,0.8038,1.087,1440.03,0,0.9757
60,GS_A,EXIT_RUSH,cloudy,150000,0.6185,0.4755,823.88,1,0.8524
60,GS_B,PODIUM,rain,150000,0.7486,0.699,219.92,0,0.8531
60,GS_C,PRACTICE,cloudy,150000,0.4251,0.5161,610.39,0,0.4966
60,FAN_ZONE,PODIUM,cloudy,150000,0.5096,0.5685,1008.02,0,0.6183
60,FOOD_N,PRACTICE,rain,100000,0.3666,0.4705,1385.74,0,0.4633
60,FOOD_S,EXIT_RUSH,rain,60000,0.4389,0.2638,881.42,0,0.5397
60,MERCH,EXIT_RUSH,cloudy,60000,0.8264,1.0158,246.37,0,0.977
60,PIT_WALK,QUALIFYING,sunny,60000,0.6676,0.6653,900.59,0,0.7761
61,GS_A,PRACTICE,sunny,150000,0.8087,0.9396,755.85,0,0.9253
61,GS_B,PRACTICE,sunny,150000,0.3846,1.1664,1281.67,1,0.6597
61,GS_C,PODIUM,sunny,60000,0.1476,0.8131,120.16,0,0.2525
61,FAN_ZONE,RACE,cloudy,120000,0.4852,0.951,1294.35,1,0.7407
61,FOOD_N,PODIUM,rain,60000,0.6329,0.1553,552.54,0,0.693
61,FOOD_S,QUALIFYING,cloudy,120000,0.8614,0.5847,898.25,0,0.9634
61,MERCH,QUALIFYING,cloudy,100000,0.8526,0.8986,1144.45,0,0.9934
61,PIT_WALK,QUALIFYING,heavy_rain,60000,0.1165,0.9785,1118.79,1,0.4006
62,GS_A,PRACTICE,rain,120000,0.9347,0.722,1398.73,0,1.0568
62,GS_B,LUNCH,cloudy,120000,0.8961,0.8421,394.2,0,1.0087
62,GS_C,PIT_LANE_WALK,rain,80000,0.2973,1.131,1431.29,0,0.4863
62,FAN_ZONE,RACE,sunny,60000,0.393,1.1571,163.07,1,0.6336
62,FOOD_N,PODIUM,sunny,150000,0.2742,1.1957,1361.46,0,0.4546
62,FOOD_S,QUALIFYING,cloudy,80000,0.2389,0.5178,328.31,0,0.3171
62,MERCH,QUALIFYING,sunny,80000,0.4976,0.7007,1464.65,0,0.6266
62,PIT_WALK,PIT_LANE_WALK,rain,80000,0.4804,1.0805,817.78,0,0.646
63,GS_A,QUALIFYING,rain,60000,0.8349,0.4553,211.28,0,0.9097
63,GS_B,QUALIFYING,cloudy,60000,0.4665,0.4132,79.35,0,0.5268
63,GS_C,QUALIFYING,heavy_rain,80000,0.4386,0.6876,1391.53,0,0.5817
63,FAN_ZONE,QUALIFYING,cloudy,80000,0.1639,1.0174,958.59,0,0.311
63,FOOD_N,RACE,rain,150000,0.3219,1.1236,629.8,1,0.5812
63,FOOD_S,LUNCH,cloudy,150000,0.4722,0.9337,1299.88,0,0.6212
63,MERCH,PRACTICE,rain,150000,0.2506,0.8497,477.66,0,0.3579
63,PIT_WALK,EXIT_RUSH,heavy_rain,60000,0.7377,1.1557,34.38,1,1.0319
64,GS_A,QUALIFYING,cloudy,150000,0.4855,0.8701,603.99,1,0.7273
64,GS_B,PIT_LANE_WALK,sunny,150000,0.7629,0.2612,1188.61,1,0.9697
64,GS_C,LUNCH,rain,80000,0.2221,0.8248,256.41,0,0.3353
64,FAN_ZONE,PIT_LANE_WALK,sunny,150000,0.1733,0.5327,1310.18,0,0.2908
64,FOOD_N,QUALIFYING,cloudy,150000,0.9405,1.1308,1030.12,0,1.1011
64,FOOD_S,RACE,cloudy,150000,0.6536,1.1308,109.13,0,0.7716
64,MERCH,PRACTICE,rain,120000,0.4382,0.6024,891.26,0,0.5332
64,PIT_WALK,EXIT_RUSH,sunny,80000,0.6299,0.696,1175.02,0,0.7748
65,GS_A,PRACTICE,cloudy,150000,0.8584,0.1416,496.32,1,1.009
65,GS_B,PODIUM,cloudy,150000,0.7092,0.3758,1453.6,0,0.812
65,GS_C,PODIUM,sunny,100000,0.3871,0.909,768.31,0,0.521
65,FAN_ZONE,EXIT_RUSH,sunny,60000,0.3948,0.7887,761.3,1,0.6565
65,FOOD_N,QUALIFYING,heavy_rain,120000,0.4034,0.2969,1342.79,1,0.626
65,FOOD_S,PRACTICE,heavy_rain,120000,0.2666,0.946,985.09,0,0.4083
65,MERCH,PODIUM,heavy_rain,150000,0.7632,1.1599,95.22,1,1.0397
65,PIT_WALK,RACE,heavy_rain,80000,0.5524,0.5229,224.88,1,0.749
66,GS_A,LUNCH,heavy_rain,150000,0.8115,0.2424,774.18,0,0.8916
66,GS_B,LUNCH,cloudy,60000,0.3705,0.6768,597.89,0,0.4727
66,GS_C,EXIT_RUSH,rain,120000,0.6912,1.0713,995.36,1,0.9962
66,FAN_ZONE,PRACTICE,sunny,80000,0.7185,0.4651,684.95,0,0.7856
66,FOOD_N,PIT_LANE_WALK,rain,100000,0.3377,0.6959,1167.57,0,0.4753
66,FOOD_S,QUALIFYING,cloudy,100000,0.2552,0.6759,691.03,0,0.3601
66,MERCH,LUNCH,cloudy,120000,0.8025,0.7725,278.53,0,0.9047
66,PIT_WALK,RACE,sunny,120000,0.8058,0.3444,1410.91,0,0.8825
67,GS_A,PIT_LANE_WALK,cloudy,120000,0.2398,0.1876,1020.79,0,0.3157
67,GS_B,RACE,cloudy,150000,0.2512,1.1395,583.61,1,0.5043
67,GS_C,RACE,rain,80000,0.2884,0.8641,514.99,0,0.3983
67,FAN_ZONE,PODIUM,heavy_rain,100000,0.8314,1.1335,159.32,0,0.9871
67,FOOD_N,QUALIFYING,rain,150000,0.1218,0.8104,778.4,0,0.2492
67,FOOD_S,EXIT_RUSH,rain,60000,0.3724,0.6365,1020.15,0,0.5146
67,MERCH,PODIUM,sunny,120000,0.265,0.7909,179.97,0,0.3695
67,PIT_WALK,EXIT_RUSH,rain,100000,0.6092,0.2813,298.72,0,0.6942
68,GS_A,QUALIFYING,rain,100000,0.7744,0.1946,546.34,0,0.8333
68,GS_B,LUNCH,sunny,80000,0.3496,0.2183,1241.4,0,0.4237
68,GS_C,QUALIFYING,sunny,120000,0.4112,1.0747,1226.31,0,0.5705
68,FAN_ZONE,RACE,rain,60000,0.4802,0.4491,24.09,0,0.5339
68,FOOD_N,EXIT_RUSH,rain,120000,0.341,0.9467,130.71,0,0.4876
68,FOOD_S,PODIUM,heavy_rain,150000,0.4255,0.6821,1496.39,0,0.5762
68,MERCH,PIT_LANE_WALK,rain,80000,0.7226,0.2448,717.02,0,0.8016
68,PIT_WALK,PIT_LANE_WALK,heavy_rain,80000,0.818,0.6795,1284.68,0,0.9671
69,GS_A,EXIT_RUSH,heavy_rain,60000,0.8949,0.7131,1369.34,1,1.1849
69,GS_B,QUALIFYING,heavy_rain,100000,0.9122,1.0504,875.35,1,1.1961
69,GS_C,PIT_LANE_WALK,rain,150000,0.3539,0.2843,739.07,0,0.4375
69,FAN_ZONE,PIT_LANE_WALK,rain,80000,0.6373,0.9062,632.95,0,0.78
69,FOOD_N,PRACTICE,sunny,100000,0.5267,0.435,921.57,1,0.7179
69,FOOD_S,PRACTICE,sunny,100000,0.1216,1.1258,9.39,0,0.2345
69,MERCH,LUNCH,sunny,80000,0.4166,0.3525,971.01,0,0.496
69,PIT_WALK,PRACTICE,rain,60000,0.6463,1.0084,1486.8,0,0.7997
70,GS_A,RACE,cloudy,150000,0.2771,0.4564,720.79,1,0.466
70,GS_B,PIT_LANE_WALK,heavy_rain,150000,0.7274,0.8502,425.86,1,0.9878
70,GS_C,EXIT_RUSH,cloudy,120000,0.627,0.8884,216.11,1,0.8839
70,FAN_ZONE,PIT_LANE_WALK,heavy_rain,60000,0.864,0.9677,1079.04,0,1.0358
70,FOOD_N,PODIUM,cloudy,100000,0.2103,1.0306,1477.18,0,0.3792
70,FOOD_S,EXIT_RUSH,cloudy,80000,0.2778,1.1546,788.74,0,0.4585
70,MERCH,LUNCH,sunny,150000,0.2619,0.1692,300.27,0,0.3028
70,PIT_WALK,PRACTICE,cloudy,100000,0.1787,0.5149,12.17,1,0.3522
71,GS_A,PIT_LANE_WALK,sunny,120000,0.5161,0.3244,829.12,0,0.5984
71,GS_B,LUNCH,cloudy,120000,0.4434,0.8768,997.74,0,0.5776
71,GS_C,RACE,rain,80000,0.4946,0.3864,1459.94,1,0.7051
71,FAN_ZONE,PIT_LANE_WALK,cloudy,150000,0.4221,1.049,1413.21,0,0.596
71,FOOD_N,QUALIFYING,cloudy,120000,0.7942,1.0404,1112.85,0,0.9482
71,FOOD_S,PRACTICE,heavy_rain,60000,0.1451,1.0559,1077.43,0,0.3006
71,MERCH,PODIUM,cloudy,60000,0.4886,0.3366,664.35,0,0.5638
71,PIT_WALK,RACE,cloudy,80000,0.3769,0.2898,864.97,1,0.5535
72,GS_A,PODIUM,sunny,80000,0.912,0.9061,1199.1,0,1.0586
72,GS_B,PIT_LANE_WALK,rain,150000,0.5702,0.2583,1345.06,0,0.6693
72,GS_C,PIT_LANE_WALK,rain,60000,0.8273,0.6942,480.31,1,1.0642
72,FAN_ZONE,QUALIFYING,cloudy,120000,0.5157,0.8091,1105.67,0,0.6464
72,FOOD_N,PIT_LANE_WALK,rain,150000,0.3464,1.1361,856.57,1,0.6387
72,FOOD_S,RACE,heavy_rain,80000,0.7082,0.2281,1339.91,0,0.7888
72,MERCH,PIT_LANE_WALK,cloudy,150000,0.5854,0.5842,243.13,1,0.7977
72,PIT_WALK,PODIUM,rain,150000,0.8741,0.8906,321.36,0,1.0008
73,GS_A,LUNCH,cloudy,60000,0.9086,1.1404,778.42,0,1.0625
73,GS_B,PODIUM,sunny,80000,0.2145,0.5007,1093.8,0,0.3174
73,GS_C,QUALIFYING,heavy_rain,100000,0.132,0.1489,1141.5,1,0.3337
73,FAN_ZONE,PIT_LANE_WALK,rain,80000,0.6811,0.8627,1083.07,0,0.8328
73,FOOD_N,EXIT_RUSH,sunny,60000,0.6418,0.5338,91.32,0,0.7379
73,FOOD_S,PODIUM,sunny,60000,0.3364,0.4323,1383.82,0,0.4412
73,MERCH,LUNCH,sunny,80000,0.4912,0.4816,1307.74,0,0.5936
73,PIT_WALK,RACE,rain,60000,0.6465,0.2842,1390.29,0,0.7246
74,GS_A,PODIUM,cloudy,150000,0.3574,0.6258,980.63,0,0.471
74,GS_B,QUALIFYING,sunny,150000,0.7998,1.1028,864.82,0,0.951
74,GS_C,QUALIFYING,sunny,80000,0.5249,0.7696,172.76,0,0.622
74,FAN_ZONE,PODIUM,heavy_rain,120000,0.1982,0.2731,1300.1,1,0.4221
74,FOOD_N,EXIT_RUSH,sunny,60000,0.7398,0.2536,172.75,0,0.8103
74,FOOD_S,PRACTICE,sunny,120000,0.4252,0.215,1369.93,0,0.4878
74,MERCH,RACE,heavy_rain,80000,0.2156,0.4772,1113.87,0,0.3143
74,PIT_WALK,PIT_LANE_WALK,cloudy,120000,0.8867,0.9215,321.13,1,1.135
75,GS_A,QUALIFYING,rain,80000,0.3867,0.6898,990.51,0,0.5084
75,GS_B,PIT_LANE_WALK,sunny,150000,0.7497,0.4102,150.69,1,0.9403
75,GS_C,PODIUM,rain,80000,0.2195,0.4709,13.11,0,0.295
75,FAN_ZONE,EXIT_RUSH,cloudy,100000,0.6069,0.5131,25.67,0,0.7006
75,FOOD_N,PODIUM,sunny,150000,0.7133,1.0236,99.03,0,0.8387
75,FOOD_S,QUALIFYING,sunny,80000,0.6068,0.241,1041.84,0,0.6771
75,MERCH,QUALIFYING,rain,150000,0.9236,0.2305,413.19,0,0.982
75,PIT_WALK,LUNCH,sunny,60000,0.4117,0.4376,1386.03,0,0.512
76,GS_A,QUALIFYING,sunny,60000,0.8549,0.9564,38.47,1,1.0867
76,GS_B,QUALIFYING,rain,80000,0.4075,0.2781,346.21,0,0.4688
76,GS_C,PRACTICE,heavy_rain,150000,0.6092,0.1677,1078.26,1,0.7959
76,FAN_ZONE,PIT_LANE_WALK,sunny,100000,0.119,0.351,189.72,0,0.1848
76,FOOD_N,PODIUM,sunny,100000,0.3219,1.0505,1241.65,0,0.4842
76,FOOD_S,PIT_LANE_WALK,heavy_rain,150000,0.1275,0.1645,25.29,1,0.3073
76,MERCH,EXIT_RUSH,rain,100000,0.8771,0.8038,552.85,0,1.022
76,PIT_WALK,PIT_LANE_WALK,rain,80000,0.4764,0.8448,1497.06,1,0.7588
77,GS_A,LUNCH,rain,120000,0.9039,0.3764,1262.37,1,1.1224
77,GS_B,PRACTICE,sunny,80000,0.1023,0.1485,89.1,0,0.1198
77,GS_C,RACE,cloudy,120000,0.1226,1.1026,1188.79,0,0.2702
77,FAN_ZONE,LUNCH,heavy_rain,150000,0.4388,0.9398,134.97,0,0.5695
77,FOOD_N,PIT_LANE_WALK,heavy_rain,80000,0.1112,0.2072,1090.14,0,0.2072
77,FOOD_S,PIT_LANE_WALK,sunny,60000,0.6038,1.0553,162.27,1,0.8592
77,MERCH,LUNCH,sunny,80000,0.2662,0.1467,679.44,1,0.4362
77,PIT_WALK,PIT_LANE_WALK,rain,120000,0.3823,1.1657,1219.5,0,0.5685
78,GS_A,PODIUM,cloudy,60000,0.3552,0.9811,262.47,0,0.4828
78,GS_B,RACE,rain,120000,0.5804,0.2999,797.54,1,0.7623
78,GS_C,LUNCH,sunny,100000,0.6979,0.7558,744.26,0,0.8108
78,FAN_ZONE,LUNCH,heavy_rain,120000,0.2691,0.8382,1308.25,0,0.4248
78,FOOD_N,QUALIFYING,cloudy,100000,0.8837,1.0222,1334.45,0,1.0425
78,FOOD_S,PODIUM,heavy_rain,60000,0.5974,0.6771,1246.04,0,0.7401
78,MERCH,PRACTICE,rain,150000,0.1489,0.3926,622.21,0,0.2149
